,IATA,Description,ID
3990,NZY,"San Diego, CA: North Island NAS",13791
3991,O1H,"Millersburg, OH: Holmes County",16722
3992,O2H,"Mount Vernon, OH: Knox County",16729
3993,O3H,"Columbus, OH: Bolton Field",16739
3994,O4H,"Delaware, OH: Delaware Municipal Jim Moore Field",16740
3995,O5H,"Bowling Green, OH: Wood County",16761
3996,O6H,"Ashland, OH: Ashland County",16780
3997,O85,"Redding, CA: Benton Field",13792
3998,OAG,"Orange, Australia: Orange Airport",13793
3999,OAI,"Bagram, Afghanistan: Bagram Airport",13794
4000,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",13795
4001,OAK,"Oakland, CA: Metropolitan Oakland International",13796
4002,OAM,"Oamaru, New Zealand: Oamaru Airport",13797
4003,OAN,"Olanchito, Honduras: El Arrayan",13798
4004,OAX,"Oaxaca, Mexico: Xoxocotlan International",13799
4005,OBC,"Obock, Djibouti: Obock Airport",13801
4006,OBE,"Okeechobee, FL: Okeechobee County",16541
4007,OBF,"Oberpfaffenhofen, Germany: Oberpfaffenhofen Airport",13802
4008,OBO,"Obihiro, Japan: Obihiro Airport",13803
4009,OBS,"Aubenas, France: Aubenas Airport",13804
4010,OBT,"Oakland, MD: Garrett County",13805
4011,OBU,"Kobuk, AK: Kobuk Airport",13806
4012,OCE,"Ocean City, MD: Ocean City Municipal",13808
4013,OCF,"Ocala, FL: Ocala International-Jim Taylor Field",13809
4014,OCH,"Nacogdoches, TX: Nacogdoches A L Mangham Jr Regional",13810
4015,OCI,"Oceanic, AK: Thumb Bay",13811
4016,OCJ,"Ocho Rios, Jamaica: Boscobel",13812
4017,OCN,"Oceanside, CA: Bob Maxwell Memorial Airfield",13813
4018,OCW,"Washington, NC: Washington Warren",13814
4019,OD1,"Doro, South Sudan: Doro Airport",16626
4020,OD2,"Paloich, South Sudan: Paloich Airport",16671
4021,ODA,"Ouadda, Central African Republic: Ouadda Airport",13815
4022,ODB,"Cordoba, Spain: Cordoba Airport",13816
4023,ODD,"Oodnadatta, Australia: Oodnadatta Airport",13817
4024,ODE,"Odense, Denmark: Odense Airport",13818
4025,ODM,"Oakland, MD: Oakland Airport",13819
4026,ODS,"Odessa, Ukraine: Odessa International",13820
4027,ODW,"Oak Harbor, WA: A.J. Eisenberg",13821
4028,OEC,"Oecusse, Timor-Leste: Oecusse Airport",13822
4029,OEO,"Osceola, WI: L O Simenstad Municipal",16563
4030,OER,"Oernskoeldsvik, Sweden: Ornskoldsvik",13823
4031,OFF,"Omaha, NE: Offutt AFB",13824
4032,OFK,"Norfolk, NE: Norfolk Regional/Karl Stefan Memorial Field",13825
4033,OFU,"Ofu, TT: Ofu Airport",13826
4034,OGA,"Ogallala, NE: Searle Field",13827
4035,OGB,"Orangeburg, SC: Orangeburg Municipal",13828
4036,OGD,"Ogden, UT: Ogden-Hinckley",13829
4037,OGG,"Kahului, HI: Kahului Airport",13830
4038,OGN,"Yonaguni, Japan: Yonaguni Airport",13831
4039,OGS,"Ogdensburg, NY: Ogdensburg International",13832
4040,OH1,"Washington Court House, OH: Fayette County",13833
4041,OH2,"Bellefontaine, OH: Bellefontaine Regional",13834
4042,OH3,"Chillicothe, OH: Ross County",13835
4043,OH4,"Marysville, OH: Union County",13836
4044,OH5,"Cincinnati, OH: Cincinnati - Blue Ash",13837
4045,OH6,"Ravenna, OH: Portage County",13838
4046,OH7,"Kent, OH: Kent State University",13839
4047,OH8,"Bluffton, OH: Bluffton Airport",16470
4048,OH9,"Medina, OH: Medina Municipal",16532
4049,OHA,"Ohakea, New Zealand: Ohakea Airport",13840
4050,OHC,"Northeast Cape, AK: Northeast Cape AFS",13841
4051,OHD,"Ohrid, Macedonia: Ohrid Airport",13842
4052,OHI,"Oshakati, Namibia: Oshakati Airport",13843
4053,OHR,"Wyk Auf Fohr, Germany: Wyk Auf Foehr",13844
4054,OIC,"Norwich, NY: Eaton",13845
4055,OIM,"Oshima Islands, Japan: Oshima",13846
4056,OIT,"Oita, Japan: Oita Airport",13847
4057,OJC,"Olathe, KS: Johnson County Executive",13848
4058,OKA,"Okinawa, Japan: Naha",13850
4059,OKC,"Oklahoma City, OK: Will Rogers World",13851
4060,OKD,"Sapporo, Japan: Okadama",13852
4061,OKJ,"Okayama, Japan: Okayama Airport",13853
4062,OKK,"Kokomo/Logansport/Peru, IN: Kokomo Municipal",13854
4063,OKN,"Okondja, Gabon: Okondja Airport",13855
4064,OKO,"Tokyo, Japan: Yokota AB",13856
4065,OKR,"Yorke Island, Australia: Yorke Island Airport",13857
4066,OKY,"Oakey, Australia: Oakey Airport",13858
4067,OLA,"Orland, Norway: Orland Airport",13859
4068,OLB,"Olbia, Italy: Olbia Costa Smeralda",13860
4069,OLE,"Olean, NY: Cattaraugus County-Olean",13861
4070,OLF,"Wolf Point, MT: L. M. Clayton",13862
4071,OLH,"Old Harbor, AK: Old Harbor Airport",13863
4072,OLI,"Olafsvik, Iceland: Rif",13864
4073,OLM,"Olympia, WA: Olympia Regional",13865
4074,OLO,"Olomouc, Czech Republic: Olomouc Airport",13866
4075,OLP,"Olympic Dam, Australia: Olympic Dam Airport",13867
4076,OLS,"Nogales, AZ: Nogales International",13868
4077,OLU,"Columbus, NE: Columbus Municipal",13869
4078,OLV,"Olive Branch, MS: Olive Branch Airport",13870
4079,OMA,"Omaha, NE: Eppley Airfield",13871
4080,OMB,"Omboue, Gabon: Omboue Airport",13872
4081,OMC,"Ormoc, Philippines: Ormoc Airport",14558
4082,OME,"Nome, AK: Nome Airport",13873
4083,OMH,"Urmieh, Iran: Uromiyeh",13874
4084,OMK,"Omak, WA: Omak Airport",13876
4085,OML,"Omkalai, Papua New Guinea: Omkalai Airport",13877
4086,OMO,"Mostar, Bosnia and Herzegovina: Mostar Airport",13878
4087,OMR,"Oradea, Romania: Oradea Airport",13879
4088,OMS,"Omsk, Russia: Omsk Tsentralny",13880
4089,ON1,"Collingwood, Canada: Collingwood Airport",16546
4090,ON2,"Stratford, Canada: Stratford Municipal",16806
4091,ONA,"Winona, MN: Winona Municipal/Max Conrad Field",13881
4092,OND,"Ondangwa, Namibia: Ondangwa Airport",13882
4093,ONG,"Mornington Island, Australia: Mornington Island Airport",13883
4094,ONH,"Oneonta, NY: Oneonta Municipal",13884
4095,ONJ,"Odate Noshiro, Japan: Odate Noshiro Airport",13885
4096,ONL,"O'Neill, NE: The O'Neill Municipal-John L. Baker Field",13886
4097,ONM,"Socorro, NM: Socorro Municipal",13887
4098,ONN,"Onion Bay, AK: Onion Bay Airport",13888
4099,ONO,"Ontario, OR: Ontario Municipal",13889
4100,ONP,"Newport, OR: Newport Municipal",13890
4101,ONT,"Ontario, CA: Ontario International",13891
4102,ONX,"Colon, Panama: Enrique A Jimenez",13892
4103,OOB,"Cobol, AK: Cobol Alaska/Scaled/",13893
4104,OOK,"Toksook, AK: Toksook Bay",13894
4105,OOL,"Gold Coast, Australia: Gold Coast Airport",13895
4106,OOM,"Cooma, Australia: Cooma Airport",13896
4107,OPF,"Miami, FL: Miami Opa Locka Executive",13898
4108,OPH,"Ophir, AK: Ophir Airport",13899
4109,OPN,"Thomaston, GA: Thomaston Upson County",16788
4110,OPO,"Porto, Portugal: Porto Airport",13900
4111,OQA,"McDonald Lake, AK: McDonald Lake Airport",13901
4112,OQB,"Bible Camp, AK: Bible Camp Airport",13902
4113,OQC,"Cinder River Lodge, AK: Cinder River Lodge Airport",13903
4114,OQF,"Lemesurier Island, AK: Lemesurier Island Airport",13905
4115,OQG,"Tracy Arm, AK: Tracy Arm Airport",13906
4116,OQI,"Vrems, AK: Vrems Airport",13908
4117,OQK,"Akolik, AK: Akolik Airport",13909
4118,OQL,"Mels, AK: Mels Airport",13910
4119,OQM,"Meshik, AK: Meshik Airport",13911
4120,OQN,"Telaquana Lake, AK: Telaquana Lake Airport",13912
4121,OQO,"Chelatna Lake Lodge, AK: Chelatna Lake Lodge Airport",13913
4122,OQP,"Pumice, AK: Pumice Airport",13914
4123,OQQ,"Port Alsworth, AK: Points Alsworth",13915
4124,OQR,"Twin Lakes, AK: Twin Lakes Airport",13916
4125,OQS,"Sandy, AK: Sandy Airport",13917
4126,OQU,"Waterkloof, South Africa: Waterkloof AFB",13919
4127,OQV,"Shirleyville, AK: Shirleyville Airport",13920
4128,OQW,"Doug Carney Strip, AK: Doug Carney Strip Airport",13921
4129,OQX,"Shisholik, AK: Shisholik Airport",13922
4130,OQY,"Sivinuvik, AK: Camp Sivinuvik",13923
4131,OQZ,"American Creek, AK: American Creek Airport",13924
4132,OR1,"Grants Pass, OR: Grants Pass Airport",13925
4133,OR2,"Gleneden, OR: Siletz Bay State",13926
4134,OR3,"Florence, OR: Florence Municipal",13927
4135,OR4,"Bend, OR: Bend Municipal",16560
4136,ORB,"Orebro, Sweden: Orebro Airport",13928
4137,ORC,"Orocue, Colombia: Orocue Airport",13929
4138,ORD,"Chicago, IL: Chicago O'Hare International",13930
4139,ORF,"Norfolk, VA: Norfolk International",13931
4140,ORG,"Paramaribo, Suriname: Zorg en Hoop",13932
4141,ORH,"Worcester, MA: Worcester Regional",13933
4142,ORI,"Port Lions, AK: Port Lions Airport",13934
4143,ORK,"Cork, Ireland: Cork Airport",13935
4144,ORL,"Orlando, FL: Executive",13936
4145,ORN,"Oran, Algeria: Ahmed Benbella",13937
4146,ORP,"Orapa, Botswana: Orapa Airport",13939
4147,ORT,"Northway, AK: Northway Airport",13940
4148,ORU,"Oruro, Bolivia: Juan Mendoza",13941
4149,ORV,"Noorvik, AK: Robert/Bob/Curtis Memorial",13942
4150,ORY,"Paris, France: Paris Orly",13943
4151,ORZ,"Orange Walk, Belize: Orange Walk Airport",13944
4152,OSA,"Osaka, Japan: Osaka Metropolitan Area",13945
4153,OSB,"Osage Beach, MO: Grand Glaize - Osage Beach",13946
4154,OSC,"Oscoda, MI: Oscoda-Wurtsmith",13947
4155,OSD,"Ostersund, Sweden: Are Ostersund",13948
4156,OSH,"Oshkosh, WI: Wittman Regional",13949
4157,OSI,"Osijek, Croatia: Osijek Airport",13950
4158,OSK,"Oskarshamn, Sweden: Oskarshamn Airport",13951
4159,OSM,"Mosul, Iraq: Mosul International",13953
4160,OSN,"Osan, South Korea: Osan AB",13954
4161,OSP,"Slupsk, Poland: Redzikowo",13955
4162,OSR,"Ostrava, Czech Republic: Mosnov",13956
4163,OST,"Ostend, Belgium: Oostende",13957
4164,OSU,"Columbus, OH: Ohio State University",13958
4165,OSX,"Kosciusko, MS: Kosciusko/Attala County",13959
4166,OSY,"Namsos, Norway: Namsos Airport",13960
4167,OSZ,"Koszalin, Poland: Zegrze Pomorskie",13961
4168,OTD,"Contadora, Panama: Raul Arias Espinoza",13962
4169,OTG,"Worthington, MN: Worthington Municipal",13963
4170,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",13964
4171,OTM,"Ottumwa, IA: Ottumwa Regional",13965
4172,OTP,"Bucharest, Romania: Henri Coanda",13966
4173,OTR,"Coto 47, Costa Rica: Coto 47 Airport",13967
4174,OTS,"Anacortes, WA: Anacortes Airport",13968
4175,OTU,"Otu, Colombia: Otu Airport",13969
4176,OTZ,"Kotzebue, AK: Ralph Wien Memorial",13970
4177,OUA,"Ouagadougou, Burkina Faso: Ouagadougou Airport",13971
4178,OUD,"Oujda, Morocco: Angads International",13972
4179,OUE,"Ouesso, Congo (Brazaville): Ouesso Airport",13973
4180,OUH,"Oudtshoorn, South Africa: Oudtshoorn Airport",13974
4181,OUL,"Oulu, Finland: Oulu Airport",13975
4182,OUN,"Norman, OK: University of Oklahoma/Max Westheimer",13976
4183,OUR,"Batouri, Cameroon: Batouri Airport",13977
4184,OVA,"Bekily, Madagascar: Bekily Airport",13978
4185,OVB,"Novosibirsk, Russia: Tolmachevo",13979
4186,OVD,"Asturias, Spain: Asturias Airport",13980
4187,OVE,"Oroville, CA: Oroville Municipal",13981
4188,OWA,"Owatonna, MN: Owatonna Degner Regional",13982
4189,OWB,"Owensboro, KY: Owensboro Daviess County Regional",13983
4190,OWD,"Norwood, MA: Norwood Memorial",13984
4191,OXB,"Bissau, Guinea-Bissau: Osvaldo Vieira",13986
4192,OXC,"Waterbury, CT: Waterbury Oxford",13987
4193,OXF,"Oxford, United Kingdom: Oxford Airport",16646
4194,OXR,"Oxnard/Ventura, CA: Oxnard",13988
4195,OXV,"Knoxville, IA: Knoxville Municipal",13989
4196,OYA,"Goya, Argentina: Goya Airport",13990
4197,OYE,"Oyem, Gabon: Oyem Airport",13991
4198,OYK,"Oiapoque, Brazil: Oiapoque Airport",13992
4199,OYO,"Tres Arroyos, Argentina: Tres Arroyos Airport",13993
4200,OYS,"Yosemite National Park, CA: Yosemite National Park Airport",13994
4201,OZA,"Ozona, TX: Ozona Municipal",13995
4202,OZC,"Ozamis City, Philippines: Misamis",13996
4203,OZH,"Zaporozhye, Ukraine: Zaporizhzhia International",13997
4204,OZP,"Moron, Spain: Moron AB",13998
4205,OZR,"Ozark, AL: Cairns AAF",13999
4206,OZZ,"Quarzazate, Morocco: Ouarzazate International",16675
4207,P1A,"Farmington, PA: Nemacolin",16777
4208,P2A,"Philadelphia, PA: Penns Landing Heliport",16801
4209,PA1,"Montrose, PA: Husky Haven",14000
4210,PA2,"Bedford, PA: Bedford County",14001
4211,PA3,"Honesdale, PA: Cherry Ridge",16504
4212,PA4,"Carlisle, PA: Carlisle Airport",16519
4213,PA5,"West Chester, PA: Brandywine",16525
4214,PA6,"Pittsburgh1, PA: Pittsburgh Northeast",16643
4215,PA7,"Toughkenamon, PA: New Garden",16672
4216,PA8,"Collegeville, PA: Perkiomen Valley",16684
4217,PA9,"Tarentum, PA: Rock",16689
4218,PAA,"Pa-An, Burma: Hpa An",14002
4219,PAC,"Panama City, Panama: Marcos A Gelabert International",16364
4220,PAD,"Paderborn, Germany: Paderborn/Lippstadt",14003
4221,PAE,"Everett, WA: Snohomish County",14004
4222,PAG,"Pagadian, Philippines: Pagadian Airport",14005
4223,PAH,"Paducah, KY: Barkley Regional",14006
4224,PAK,"Hanapepe, HI: Port Allen",14007
4225,PAM,"Panama City, FL: Tyndall AFB",14009
4226,PAN,"Pattani, Thailand: Pattani Airport",14010
4227,PAO,"Palo Alto, CA: Palo Alto Airport",14011
4228,PAP,"Port-au-Prince, Haiti: Port Au Prince International",14012
4229,PAQ,"Palmer, AK: Palmer Buddy Woods Municipal",14013
4230,PAR,"Paris, France: Paris Metropolitan Area",14014
4231,PAS,"Paros, Greece: Paros Airport",14015
4232,PAT,"Patna, India: Jai Prakash Narayan International Patna",14016
4233,PAV,"Paulo Alfonso, Brazil: Paulo Afonso",14017
4234,PAX,"Port-de-Paix, Haiti: Port-de-Paix Airport",14018
4235,PAY,"Pamol, Malaysia: Tungud/Pamol",14019
4236,PAZ,"Poza Rica, Mexico: Tajin",14020
4237,PBA,"Point Barrow, AK: Point Barrow LRRS",14021
4238,PBC,"Puebla, Mexico: Hermanos Serdan International",14022
4239,PBD,"Porbandar, India: Porbandar Airport",14023
4240,PBF,"Pine Bluff, AR: Pine Bluff Regional Grider Field",14024
4241,PBG,"Plattsburgh, NY: Plattsburgh International",14025
4242,PBH,"Paro, Bhutan: Paro International",14026
4243,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",14027
4244,PBK,"Pack Creek, AK: Pack Creek Airport",14028
4245,PBL,"Puerto Cabello, Venezuela: General Bartolome Salom",14029
4246,PBM,"Zanderij, Suriname: Johan A. Pengel International",14030
4247,PBN,"Porto Amboim, Angola: Porto Amboim Airport",14031
4248,PBO,"Paraburdoo, Australia: Paraburdoo Airport",14032
4249,PBR,"Puerto Barrios, Guatemala: Puerto Barrios Airport",14033
4250,PBX,"Pikeville, KY: Pike County Hatcher Field",14034
4251,PBZ,"Plettenberg Bay, South Africa: Plettenberg Bay Airport",14036
4252,PCA,"Portage Creek, AK: Portage Creek Airport",14037
4253,PCC,"Puerto Rico, Colombia: Puerto Rico Airport",14038
4254,PCD,"Prairie Du Chien, WI: Prairie Du Chien Municipal",14039
4255,PCE,"Painter Creek, AK: Painter Creek Airport",14040
4256,PCG,"Paso Caballos, Guatemala: Paso Caballos Airport",14041
4257,PCK,"Porcupine Creek, AK: Porcupine Creek Airport",14042
4258,PCL,"Pucallpa, Peru: Captain FAP David Abensur Rengifo International",14043
4259,PCT,"Princeton, NJ: Princeton Airport",14044
4260,PDA,"Puerto Inirida, Colombia: Puerto Inirida Airport",14045
4261,PDB,"Pedro Bay, AK: Pedro Bay Airport",14046
4262,PDC,"Mueo, New Caledonia: Mueo Nickel",14047
4263,PDG,"Padang, Indonesia: Tabing",14048
4264,PDK,"Atlanta, GA: Dekalb Peachtree",14050
4265,PDL,"Ponta Delgada, Portugal: Ponta Delgada Airport",14051
4266,PDP,"Maldonado, Uruguay: Capitan Corbeta C. A. Curbelo International",14052
4267,PDS,"Piedras Negras, Mexico: Piedras Negras International",14053
4268,PDT,"Pendleton, OR: Eastern Oregon Regional at Pendleton",14054
4269,PDU,"Paysandu, Uruguay: Tydeo Larre Borges International",14055
4270,PDV,"Plovdiv, Bulgaria: Plovdiv Airport",14056
4271,PDX,"Portland, OR: Portland International",14057
4272,PDZ,"Pedernales, Venezuela: Pedernales Airport",14058
4273,PE1,"Las Malvinas, Peru: Las Malvinas Airport",14059
4274,PE2,"Puerto Jose, Peru: Andoas",14060
4275,PEA,"Penneshaw, Australia: Penneshaw Airport",14061
4276,PEC,"Pelican, AK: Pelican Seaplane Base",14062
4277,PEE,"Perm, Russia: Bolshoe Savino",14063
4278,PEG,"Perugia, Italy: Perugia S Francesco",14064
4279,PEI,"Pereira, Colombia: Matecana",14065
4280,PEK,"Beijing, China: Capital International",14066
4281,PEM,"Puerto Maldonado, Peru: Padre Aldamiz",14067
4282,PEN,"Bayan Lepas, Malaysia: Penang International",14068
4283,PEO,"Progreso, Honduras: Progreso Airport",14069
4284,PEQ,"Pecos City, TX: Pecos Municipal",14070
4285,PER,"Perth, Australia: Perth International",14071
4286,PET,"Pelotas, Brazil: Pelotas Airport",14072
4287,PEU,"Puerto Lempira, Honduras: Puerto Lempira Airport",14073
4288,PEW,"Peshawar, Pakistan: Bacha Khan International",14074
4289,PFA,"Paf Warren, AK: Paf Warren Airport",14075
4290,PFB,"Passo Fundo, Brazil: Passo Fundo Airport",14076
4291,PFD,"Port Frederick, AK: Port Frederick Airport",14077
4292,PFD,"Port Frederick, AK: Port Frederick Airport",14199
4293,POD,"Port Frederick, AK: Port Frederick Airport",14077
4294,POD,"Port Frederick, AK: Port Frederick Airport",14199
4295,PFN,"Panama City, FL: Bay County",14078
4296,PFO,"Pafos, Cyprus: Pafos International",14079
4297,PFR,"Ilebo, Congo (Kinshasa): Ilebo Airport",14080
4298,PGA,"Page, AZ: Page Municipal",14081
4299,PGC,"Petersburg, WV: Grant County",16524
4300,PGD,"Punta Gorda, FL: Punta Gorda Airport",14082
4301,PGF,"Perpignan, France: Perpignan Rivesaltes",14083
4302,PGH,"Pantnagar, India: Pantnagar Airport",14084
4303,PGI,"Chitato, Angola: Chitato Airport",14085
4304,PGK,"Pangkalpinang, Indonesia: Depati Amir",14086
4305,PGL,"Pascagoula, MS: Jackson County",14087
4306,PGM,"Port Graham, AK: Port Graham Airport",14088
4307,PGO,"Pagosa Springs, CO: Stevens Field",14089
4308,PGR,"Paragould, AR: Kirk Field",16449
4309,PGS,"Peach Springs, AZ: Peach Springs Dirt Strip",14091
4310,PGV,"Greenville, NC: Pitt Greenville",14092
4311,PHA,"Phan Rang, Vietnam: Phan Rang Airport",14093
4312,PHB,"Parnaiba, Brazil: Parnaiba Airport",14094
4313,PHC,"Port Harcourt, Nigeria: Port Harcourt Airport",14095
4314,PHD,"New Philadelphia, OH: Harry Clever Field",14096
4315,PHE,"Port Hedland, Australia: Port Hedland International",14097
4316,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",14098
4317,PHI,"Pinheiro, Brazil: Pinheiro Airport",14099
4318,PHL,"Philadelphia, PA: Philadelphia International",14100
4319,PHN,"Port Huron, MI: St. Clair County International",14101
4320,PHO,"Point Hope, AK: Point Hope Airport",14102
4321,PHR,"Pacific Harbour, Fiji: Nanuku Resort",14103
4322,PHS,"Phitsanulok, Thailand: Phitsanulok Airport",14104
4323,PHT,"Paris, TN: Henry County",14105
4324,PHW,"Phalaborwa, South Africa: Kruger Park Gateway",14106
4325,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",14107
4326,PIA,"Peoria, IL: General Downing - Peoria International",14108
4327,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",14109
4328,PIC,"Pine Cay, Turks and Caicos Islands: Pine Cay British West Indies",14110
4329,PID,"Nassau/Paradise Island, The Bahamas: Nassau-Paradise Island",14111
4330,PIE,"St. Petersburg, FL: St Pete Clearwater International",14112
4331,PIH,"Pocatello, ID: Pocatello Regional",14113
4332,PII,"Fairbanks, AK: Phillips Field",14114
4333,PIK,"Glasgow/Prestwick, United Kingdom: Prestwick",14115
4334,PIM,"Pine Mountain, GA: Harris County",14116
4335,PIN,"Parintins, Brazil: Parintins Airport",14117
4336,PIO,"Pisco, Peru: Pisco International",14118
4337,PIP,"Pilot Point, AK: Pilot Point Airport",14119
4338,PIR,"Pierre, SD: Pierre Regional",14120
4339,PIS,"Poitiers, France: Poitiers Biard",14121
4340,PIT,"Pittsburgh, PA: Pittsburgh International",14122
4341,PIU,"Piura, Peru: Capitan FAP Guillermo Concha Iberico",14123
4342,PIX,"Pico Island, Portugal: Pico",14124
4343,PIZ,"Point Lay, AK: Point Lay LRRS",14125
4344,PJB,"Payson, AZ: Payson Airport",14126
4345,PJG,"Panjgur, Pakistan: Panjgur Airport",14127
4346,PJM,"Puerto Jimenez, Costa Rica: Puerto Jimenez Airport",14128
4347,PJS,"Port San Juan, AK: Port San Juan Airport",14129
4348,PKA,"Napaskiak, AK: Napaskiak Airport",14130
4349,PKB,"Parkersburg, WV: Mid-Ohio Valley Regional",14131
4350,PKC,"Petropavlovsk-Kamchatsky, Russia: Yelizovo",14132
4351,PKD,"Park Rapids, MN: Park Rapids Municipal-Konshok Field",14133
4352,PKE,"Parkes, Australia: Parkes Airport",14134
4353,PKH,"Porto-Kheli, Greece: Porto Heli",14135
4354,PKK,"Pakokku, Burma: Pakhokku",14136
4355,PKR,"Pokhara, Nepal: Pokhara Airport",14138
4356,PKU,"Pekanbaru, Indonesia: Simpang Tiga",14139
4357,PKW,"Selebi-Phikwe, Botswana: Selebi-Phikwe Airport",14140
4358,PKZ,"Pakse, Laos: Pakse International",14141
4359,PL1,"Swidwin, Poland: Swidwin Airport",16444
4360,PL2,"Witkowo, Poland: Powidz",16826
4361,PLA,"Planadas, Colombia: Planadas Airport",14142
4362,PLB,"Plattsburgh, NY: Clinton County",14143
